

stn;time;tre200h0
BER;2018091810;21.4
BER;2018091811;22.9
BER;2018091812;24.5
BER;2018091813;25.4
BER;2018091814;26.2
BER;2018091815;26.1
BER;2018091816;26.0
BER;2018091817;23.6
BER;2018091818;21.0
BER;2018091819;19.0
BER;2018091820;18.5
BER;2018091821;19.4
BER;2018091822;17.6
BER;2018091823;17.4
BER;2018091900;16.8
BER;2018091901;15.2
BER;2018091902;14.8
BER;2018091903;14.4
BER;2018091904;13.6
BER;2018091905;13.0
BER;2018091906;13.0
BER;2018091907;14.6
BER;2018091908;18.3
BER;2018091909;20.5
BER;2018091910;22.2
BER;2018091911;23.8
BER;2018091912;24.5
BER;2018091913;25.5
BER;2018091914;25.8
BER;2018091915;26.1
BER;2018091916;26.0
BER;2018091917;25.1
BER;2018091918;21.5
BER;2018091919;19.2
BER;2018091920;18.7
BER;2018091921;18.6
BER;2018091922;18.5
BER;2018091923;17.9
BER;2018092000;15.9
BER;2018092001;14.8
BER;2018092002;14.3
BER;2018092003;14.1
BER;2018092004;13.5
BER;2018092005;13.6
BER;2018092006;13.2
BER;2018092007;14.9
BER;2018092008;18.3
BER;2018092009;20.5
BER;2018092010;22.4
BER;2018092011;23.9
BER;2018092012;25.0
BER;2018092013;25.7
BER;2018092014;26.5
BER;2018092015;26.6
BER;2018092016;26.2
BER;2018092017;25.7
BER;2018092018;21.6
BER;2018092019;18.9
BER;2018092020;18.7
BER;2018092021;19.5
BER;2018092022;19.2
BER;2018092023;16.7
BER;2018092100;15.4
BER;2018092101;14.9
BER;2018092102;14.4
BER;2018092103;13.4
BER;2018092104;13.2
BER;2018092105;12.7
BER;2018092106;12.4
BER;2018092107;14.4
BER;2018092108;18.0
BER;2018092109;20.1
BER;2018092110;21.8
BER;2018092111;24.3
BER;2018092112;26.2
BER;2018092113;25.6
BER;2018092114;25.1
BER;2018092115;22.3
BER;2018092116;21.0
BER;2018092117;20.3
BER;2018092118;19.8
BER;2018092119;17.8
BER;2018092120;14.9
BER;2018092121;14.1
BER;2018092122;13.4
BER;2018092123;13.0

stn;time;tre200h0
GVE;2018062100;20.0
GVE;2018062101;18.9
GVE;2018062102;18.1
GVE;2018062103;17.2
GVE;2018062104;16.4
GVE;2018062105;17.0
GVE;2018062106;20.1
GVE;2018062107;22.3
GVE;2018062108;23.7
GVE;2018062109;26.2
GVE;2018062110;27.4
GVE;2018062111;28.1
GVE;2018062112;28.3
GVE;2018062113;29.2
GVE;2018062114;29.6
GVE;2018062115;29.7
GVE;2018062116;29.0
GVE;2018062117;27.7
GVE;2018062118;26.2
GVE;2018062119;25.0
GVE;2018062120;23.3
GVE;2018062121;21.9
GVE;2018062122;21.0
GVE;2018062123;20.5
GVE;2018062200;19.5
GVE;2018062201;18.8
GVE;2018062202;18.0
GVE;2018062203;17.7
GVE;2018062204;17.4
GVE;2018062205;16.9
GVE;2018062206;16.6
GVE;2018062207;16.7
GVE;2018062208;17.2
GVE;2018062209;17.9
GVE;2018062210;18.9
GVE;2018062211;19.6
GVE;2018062212;20.4
GVE;2018062213;21.1
GVE;2018062214;21.7
GVE;2018062215;21.9
GVE;2018062216;21.9
GVE;2018062217;21.4
GVE;2018062218;20.6
GVE;2018062219;19.4
GVE;2018062220;18.3
GVE;2018062221;16.4
GVE;2018062222;16.0
GVE;2018062223;15.6
GVE;2018062300;14.9
GVE;2018062301;14.3
GVE;2018062302;13.7
GVE;2018062303;13.6
GVE;2018062304;13.4
GVE;2018062305;13.4
GVE;2018062306;14.4
GVE;2018062307;15.1
GVE;2018062308;16.0
GVE;2018062309;17.3
GVE;2018062310;18.1
GVE;2018062311;19.3
GVE;2018062312;20.4
GVE;2018062313;21.6
GVE;2018062314;22.6
GVE;2018062315;22.9
GVE;2018062316;23.0
GVE;2018062317;22.4
GVE;2018062318;22.1
GVE;2018062319;20.7
GVE;2018062320;19.3
GVE;2018062321;17.9
GVE;2018062322;15.9
GVE;2018062323;16.0
GVE;2018062400;14.7
GVE;2018062401;13.6
GVE;2018062402;13.3
GVE;2018062403;12.7
GVE;2018062404;12.6
GVE;2018062405;13.7
GVE;2018062406;15.7
GVE;2018062407;16.2
GVE;2018062408;16.4
GVE;2018062409;17.3
GVE;2018062410;18.7
GVE;2018062411;19.9
GVE;2018062412;21.2
GVE;2018062413;22.4
GVE;2018062414;20.8
GVE;2018062415;17.2
GVE;2018062416;16.6
GVE;2018062417;17.8
GVE;2018062418;19.0
GVE;2018062419;18.1
GVE;2018062420;17.9
GVE;2018062421;17.2
GVE;2018062422;14.8
GVE;2018062423;13.5
GVE;2018062500;13.1
GVE;2018062501;12.4
GVE;2018062502;11.5
GVE;2018062503;12.2
GVE;2018062504;12.1
GVE;2018062505;12.5
GVE;2018062506;15.4
GVE;2018062507;17.4
GVE;2018062508;18.4
GVE;2018062509;19.3
GVE;2018062510;20.6
GVE;2018062511;21.5
GVE;2018062512;22.4
GVE;2018062513;23.0
GVE;2018062514;23.6
GVE;2018062515;23.7
GVE;2018062516;23.4
GVE;2018062517;23.0
GVE;2018062518;22.3
GVE;2018062519;21.4
GVE;2018062520;20.3
GVE;2018062521;19.4
GVE;2018062522;18.8
GVE;2018062523;17.6
GVE;2018062600;18.0
GVE;2018062601;17.4
GVE;2018062602;17.1
GVE;2018062603;14.9
GVE;2018062604;13.2
GVE;2018062605;13.7
GVE;2018062606;16.5
GVE;2018062607;17.6
GVE;2018062608;18.7
GVE;2018062609;19.9
GVE;2018062610;21.4
GVE;2018062611;22.7
GVE;2018062612;23.8
GVE;2018062613;24.9
GVE;2018062614;25.6
GVE;2018062615;26.2
GVE;2018062616;26.2
GVE;2018062617;26.0
GVE;2018062618;25.3
GVE;2018062619;23.9
GVE;2018062620;22.2
GVE;2018062621;21.4
GVE;2018062622;20.6
GVE;2018062623;20.2
GVE;2018062700;20.1
GVE;2018062701;19.4
GVE;2018062702;18.6
GVE;2018062703;16.8
GVE;2018062704;16.7
GVE;2018062705;16.9
GVE;2018062706;18.1
GVE;2018062707;19.0
GVE;2018062708;19.8
GVE;2018062709;20.9
GVE;2018062710;21.9
GVE;2018062711;23.2
GVE;2018062712;23.9
GVE;2018062713;24.9
GVE;2018062714;25.4
GVE;2018062715;25.9
GVE;2018062716;26.0
GVE;2018062717;25.8
GVE;2018062718;25.2
GVE;2018062719;23.9
GVE;2018062720;22.7
GVE;2018062721;22.1
GVE;2018062722;21.5
GVE;2018062723;20.6
GVE;2018062800;20.2
GVE;2018062801;19.8
GVE;2018062802;19.3
GVE;2018062803;18.1
GVE;2018062804;17.2
GVE;2018062805;17.4
GVE;2018062806;17.9
GVE;2018062807;18.5
GVE;2018062808;19.2
GVE;2018062809;20.5
GVE;2018062810;21.7
GVE;2018062811;22.5
GVE;2018062812;23.4
GVE;2018062813;24.1
GVE;2018062814;24.5
GVE;2018062815;24.6
GVE;2018062816;24.7
GVE;2018062817;23.3
GVE;2018062818;22.4
GVE;2018062819;21.1
GVE;2018062820;20.2
GVE;2018062821;19.7
GVE;2018062822;18.9
GVE;2018062823;18.4
GVE;2018062900;17.8
GVE;2018062901;17.4
GVE;2018062902;17.2
GVE;2018062903;17.0
GVE;2018062904;16.6
GVE;2018062905;16.7
GVE;2018062906;16.8
GVE;2018062907;17.4
GVE;2018062908;18.4
GVE;2018062909;19.4
GVE;2018062910;20.8
GVE;2018062911;21.7
GVE;2018062912;22.9
GVE;2018062913;23.7
GVE;2018062914;24.4
GVE;2018062915;24.8
GVE;2018062916;25.1
GVE;2018062917;25.4
GVE;2018062918;25.0
GVE;2018062919;24.0
GVE;2018062920;21.5
GVE;2018062921;20.1
GVE;2018062922;18.7
GVE;2018062923;17.8
GVE;2018063000;17.2
GVE;2018063001;16.3
GVE;2018063002;16.0
GVE;2018063003;15.3
GVE;2018063004;15.0
GVE;2018063005;15.6
GVE;2018063006;17.8
GVE;2018063007;20.0
GVE;2018063008;21.7
GVE;2018063009;22.9
GVE;2018063010;24.3
GVE;2018063011;25.6
GVE;2018063012;26.9
GVE;2018063013;28.1
GVE;2018063014;29.1
GVE;2018063015;29.4
GVE;2018063016;30.0
GVE;2018063017;29.8
GVE;2018063018;29.3
GVE;2018063019;26.1
GVE;2018063020;23.6
GVE;2018063021;22.2
GVE;2018063022;20.6
GVE;2018063023;19.7
GVE;2018070100;18.8
GVE;2018070101;18.0
GVE;2018070102;17.0
GVE;2018070103;16.5
GVE;2018070104;16.3
GVE;2018070105;16.6
GVE;2018070106;19.1
GVE;2018070107;21.4
GVE;2018070108;23.6
GVE;2018070109;24.8
GVE;2018070110;25.8
GVE;2018070111;27.1
GVE;2018070112;28.2
GVE;2018070113;29.5
GVE;2018070114;30.2
GVE;2018070115;30.9
GVE;2018070116;31.0
GVE;2018070117;31.3
GVE;2018070118;30.3
GVE;2018070119;28.1
GVE;2018070120;26.1
GVE;2018070121;24.0
GVE;2018070122;22.8
GVE;2018070123;22.0
GVE;2018070200;20.9
GVE;2018070201;20.1
GVE;2018070202;19.1
GVE;2018070203;19.0
GVE;2018070204;18.9
GVE;2018070205;19.1
GVE;2018070206;20.9
GVE;2018070207;21.9
GVE;2018070208;23.4
GVE;2018070209;24.6
GVE;2018070210;26.4
GVE;2018070211;29.9
GVE;2018070212;31.0
GVE;2018070213;31.7
GVE;2018070214;32.3
GVE;2018070215;32.4
GVE;2018070216;32.0
GVE;2018070217;31.3
GVE;2018070218;30.2
GVE;2018070219;28.8
GVE;2018070220;27.3
GVE;2018070221;25.2
GVE;2018070222;23.4
GVE;2018070223;22.3
GVE;2018070300;22.3
GVE;2018070301;21.5
GVE;2018070302;21.9
GVE;2018070303;19.2
GVE;2018070304;17.5
GVE;2018070305;17.5
GVE;2018070306;18.7
GVE;2018070307;19.3
GVE;2018070308;20.5
GVE;2018070309;21.6
GVE;2018070310;22.6
GVE;2018070311;23.9
GVE;2018070312;25.0
GVE;2018070313;26.3
GVE;2018070314;27.0
GVE;2018070315;27.3
GVE;2018070316;26.5
GVE;2018070317;20.7
GVE;2018070318;21.0
GVE;2018070319;21.3
GVE;2018070320;19.9
GVE;2018070321;18.8
GVE;2018070322;18.2
GVE;2018070323;17.4
GVE;2018070400;17.2
GVE;2018070401;17.2
GVE;2018070402;16.6
GVE;2018070403;16.2
GVE;2018070404;15.9
GVE;2018070405;15.9
GVE;2018070406;18.2
GVE;2018070407;20.1
GVE;2018070408;22.0
GVE;2018070409;23.7
GVE;2018070410;25.6
GVE;2018070411;27.4
GVE;2018070412;28.7
GVE;2018070413;29.7
GVE;2018070414;30.0
GVE;2018070415;29.7
GVE;2018070416;28.9
GVE;2018070417;28.6
GVE;2018070418;26.6
GVE;2018070419;25.0
GVE;2018070420;23.7
GVE;2018070421;22.8
GVE;2018070422;21.2
GVE;2018070423;18.2
GVE;2018070500;17.8
GVE;2018070501;17.3
GVE;2018070502;17.1
GVE;2018070503;16.8
GVE;2018070504;17.2
GVE;2018070505;17.4
GVE;2018070506;17.9
GVE;2018070507;18.7
GVE;2018070508;20.3
GVE;2018070509;20.8
GVE;2018070510;21.8
GVE;2018070511;23.7
GVE;2018070512;24.5
GVE;2018070513;24.6
GVE;2018070514;24.6
GVE;2018070515;23.7
GVE;2018070516;21.8
GVE;2018070517;22.0
GVE;2018070518;21.1
GVE;2018070519;19.3
GVE;2018070520;17.1
GVE;2018070521;17.0
GVE;2018070522;16.7
GVE;2018070523;16.7
GVE;2018070600;16.2
GVE;2018070601;16.1
GVE;2018070602;16.1
GVE;2018070603;15.9
GVE;2018070604;15.8
GVE;2018070605;16.2
GVE;2018070606;16.3
GVE;2018070607;16.6
GVE;2018070608;17.1
GVE;2018070609;17.5
GVE;2018070610;18.8
GVE;2018070611;19.8
GVE;2018070612;21.8
GVE;2018070613;23.1
GVE;2018070614;22.0
GVE;2018070615;22.5
GVE;2018070616;23.1
GVE;2018070617;21.3
GVE;2018070618;21.2
GVE;2018070619;20.5
GVE;2018070620;19.2
GVE;2018070621;18.5
GVE;2018070622;18.5
GVE;2018070623;18.4
GVE;2018070700;17.0
GVE;2018070701;15.8
GVE;2018070702;15.0
GVE;2018070703;14.6
GVE;2018070704;14.2
GVE;2018070705;14.5
GVE;2018070706;16.7
GVE;2018070707;18.2
GVE;2018070708;19.7
GVE;2018070709;21.3
GVE;2018070710;22.6
GVE;2018070711;24.0
GVE;2018070712;25.1
GVE;2018070713;25.9
GVE;2018070714;26.6
GVE;2018070715;26.9
GVE;2018070716;26.7
GVE;2018070717;26.2
GVE;2018070718;25.5
GVE;2018070719;24.4
GVE;2018070720;22.7
GVE;2018070721;21.7
GVE;2018070722;20.1
GVE;2018070723;18.5
GVE;2018070800;17.7
GVE;2018070801;16.3
GVE;2018070802;15.5
GVE;2018070803;14.9
GVE;2018070804;14.6
GVE;2018070805;15.4
GVE;2018070806;17.7
GVE;2018070807;20.0
GVE;2018070808;21.5
GVE;2018070809;22.8
GVE;2018070810;24.4
GVE;2018070811;25.7
GVE;2018070812;26.6
GVE;2018070813;27.6
GVE;2018070814;27.7
GVE;2018070815;28.1
GVE;2018070816;27.8
GVE;2018070817;27.5
GVE;2018070818;26.4
GVE;2018070819;25.4
GVE;2018070820;23.2
GVE;2018070821;21.3
GVE;2018070822;20.4
GVE;2018070823;18.3
GVE;2018070900;17.2
GVE;2018070901;16.1
GVE;2018070902;15.7
GVE;2018070903;15.3
GVE;2018070904;15.4
GVE;2018070905;15.7
GVE;2018070906;18.4
GVE;2018070907;20.6
GVE;2018070908;21.8
GVE;2018070909;23.2
GVE;2018070910;24.3
GVE;2018070911;25.3
GVE;2018070912;26.7
GVE;2018070913;27.3
GVE;2018070914;28.4
GVE;2018070915;28.5
GVE;2018070916;28.5
GVE;2018070917;28.1
GVE;2018070918;27.6
GVE;2018070919;26.1
GVE;2018070920;24.1
GVE;2018070921;21.9
GVE;2018070922;19.8
GVE;2018070923;18.4
GVE;2018071000;17.2
GVE;2018071001;16.6
GVE;2018071002;16.1
GVE;2018071003;15.4
GVE;2018071004;14.8
GVE;2018071005;15.0
GVE;2018071006;17.4
GVE;2018071007;19.9
GVE;2018071008;21.8
GVE;2018071009;23.0
GVE;2018071010;24.5
GVE;2018071011;25.2
GVE;2018071012;26.0
GVE;2018071013;27.1
GVE;2018071014;26.9
GVE;2018071015;26.2
GVE;2018071016;26.5
GVE;2018071017;25.7
GVE;2018071018;24.7
GVE;2018071019;22.9
GVE;2018071020;21.7
GVE;2018071021;21.0
GVE;2018071022;19.3
GVE;2018071023;17.6
GVE;2018071100;16.4
GVE;2018071101;15.5
GVE;2018071102;14.6
GVE;2018071103;13.9
GVE;2018071104;13.5
GVE;2018071105;13.4
GVE;2018071106;16.0
GVE;2018071107;17.9
GVE;2018071108;19.3
GVE;2018071109;20.2
GVE;2018071110;21.2
GVE;2018071111;22.2
GVE;2018071112;22.8
GVE;2018071113;23.9
GVE;2018071114;24.4
GVE;2018071115;24.7
GVE;2018071116;25.1
GVE;2018071117;24.4
GVE;2018071118;23.3
GVE;2018071119;22.3
GVE;2018071120;21.2
GVE;2018071121;19.0
GVE;2018071122;17.0
GVE;2018071123;15.2
GVE;2018071200;14.1
GVE;2018071201;13.9
GVE;2018071202;13.4
GVE;2018071203;12.3
GVE;2018071204;12.1
GVE;2018071205;12.1
GVE;2018071206;14.8
GVE;2018071207;17.3
GVE;2018071208;18.4
GVE;2018071209;19.7
GVE;2018071210;20.9
GVE;2018071211;22.1
GVE;2018071212;22.8
GVE;2018071213;24.5
GVE;2018071214;24.8
GVE;2018071215;25.5
GVE;2018071216;25.7
GVE;2018071217;25.1
GVE;2018071218;25.1
GVE;2018071219;24.2
GVE;2018071220;20.9
GVE;2018071221;19.1
GVE;2018071222;18.0
GVE;2018071223;17.0
GVE;2018071300;16.1
GVE;2018071301;15.4
GVE;2018071302;14.7
GVE;2018071303;14.3
GVE;2018071304;13.5
GVE;2018071305;13.9
GVE;2018071306;16.7
GVE;2018071307;19.3
GVE;2018071308;21.1
GVE;2018071309;22.5
GVE;2018071310;23.6
GVE;2018071311;25.2
GVE;2018071312;26.4
GVE;2018071313;28.0
GVE;2018071314;29.7
GVE;2018071315;29.7
GVE;2018071316;29.6
GVE;2018071317;28.6
GVE;2018071318;28.5
GVE;2018071319;26.1
GVE;2018071320;23.1
GVE;2018071321;22.9
GVE;2018071322;21.9
GVE;2018071323;21.1
GVE;2018071400;19.8
GVE;2018071401;18.6
GVE;2018071402;17.7
GVE;2018071403;17.0
GVE;2018071404;16.8
GVE;2018071405;17.1
GVE;2018071406;18.8
GVE;2018071407;20.6
GVE;2018071408;22.4
GVE;2018071409;24.3
GVE;2018071410;25.6
GVE;2018071411;27.0
GVE;2018071412;27.6
GVE;2018071413;28.2
GVE;2018071414;27.5
GVE;2018071415;26.2
GVE;2018071416;23.2
GVE;2018071417;25.4
GVE;2018071418;24.3
GVE;2018071419;22.6
GVE;2018071420;21.9
GVE;2018071421;19.6
GVE;2018071422;19.6
GVE;2018071423;19.0
GVE;2018071500;18.3
GVE;2018071501;16.9
GVE;2018071502;16.1
GVE;2018071503;15.3
GVE;2018071504;15.1
GVE;2018071505;15.7
GVE;2018071506;17.5
GVE;2018071507;19.2
GVE;2018071508;19.6
GVE;2018071509;21.7
GVE;2018071510;23.4
GVE;2018071511;25.1
GVE;2018071512;27.2
GVE;2018071513;29.0
GVE;2018071514;30.0
GVE;2018071515;28.9
GVE;2018071516;29.3
GVE;2018071517;28.0
GVE;2018071518;25.4
GVE;2018071519;18.6
GVE;2018071520;17.8
GVE;2018071521;17.2
GVE;2018071522;16.1
GVE;2018071523;15.7
GVE;2018071600;14.9
GVE;2018071601;14.6
GVE;2018071602;13.9
GVE;2018071603;13.6
GVE;2018071604;13.4
GVE;2018071605;14.0
GVE;2018071606;15.7
GVE;2018071607;17.0
GVE;2018071608;18.5
GVE;2018071609;20.1
GVE;2018071610;21.9
GVE;2018071611;23.4
GVE;2018071612;25.4
GVE;2018071613;26.8
GVE;2018071614;27.4
GVE;2018071615;28.3
GVE;2018071616;28.5
GVE;2018071617;27.9
GVE;2018071618;27.6
GVE;2018071619;25.5
GVE;2018071620;23.8
GVE;2018071621;24.0
GVE;2018071622;23.0
GVE;2018071623;21.9
GVE;2018071700;22.8
GVE;2018071701;20.8
GVE;2018071702;18.8
GVE;2018071703;18.4
GVE;2018071704;18.7
GVE;2018071705;18.2
GVE;2018071706;19.7
GVE;2018071707;20.6
GVE;2018071708;22.9
GVE;2018071709;24.3
GVE;2018071710;25.8
GVE;2018071711;26.8
GVE;2018071712;24.6
GVE;2018071713;25.0
GVE;2018071714;27.6
GVE;2018071715;27.6
GVE;2018071716;26.8
GVE;2018071717;27.7
GVE;2018071718;26.9
GVE;2018071719;25.4
GVE;2018071720;24.2
GVE;2018071721;22.1
GVE;2018071722;21.9
GVE;2018071723;19.6
GVE;2018071800;18.4
GVE;2018071801;18.5
GVE;2018071802;17.0
GVE;2018071803;16.7
GVE;2018071804;15.8
GVE;2018071805;15.9
GVE;2018071806;18.2
GVE;2018071807;20.3
GVE;2018071808;21.6
GVE;2018071809;23.3
GVE;2018071810;24.7
GVE;2018071811;25.9
GVE;2018071812;26.9
GVE;2018071813;27.7
GVE;2018071814;28.2
GVE;2018071815;29.5
GVE;2018071816;29.1
GVE;2018071817;29.3
GVE;2018071818;28.8
GVE;2018071819;27.4
GVE;2018071820;25.3
GVE;2018071821;23.8
GVE;2018071822;23.0
GVE;2018071823;21.5
GVE;2018071900;20.7
GVE;2018071901;21.2
GVE;2018071902;19.5
GVE;2018071903;18.7
GVE;2018071904;17.6
GVE;2018071905;17.3
GVE;2018071906;19.4
GVE;2018071907;21.8
GVE;2018071908;23.2
GVE;2018071909;24.6
GVE;2018071910;25.3
GVE;2018071911;26.6
GVE;2018071912;27.9
GVE;2018071913;28.9
GVE;2018071914;29.7
GVE;2018071915;30.5
GVE;2018071916;30.7
GVE;2018071917;30.6
GVE;2018071918;27.7
GVE;2018071919;25.6
GVE;2018071920;24.3
GVE;2018071921;22.6
GVE;2018071922;21.3
GVE;2018071923;20.4
GVE;2018072000;19.6
GVE;2018072001;19.1
GVE;2018072002;18.1
GVE;2018072003;17.7
GVE;2018072004;17.0
GVE;2018072005;17.3
GVE;2018072006;19.6
GVE;2018072007;21.9
GVE;2018072008;24.2
GVE;2018072009;25.6
GVE;2018072010;27.5
GVE;2018072011;28.8
GVE;2018072012;30.4
GVE;2018072013;28.9
GVE;2018072014;30.4
GVE;2018072015;29.2
GVE;2018072016;25.2
GVE;2018072017;19.4
GVE;2018072018;17.7
GVE;2018072019;17.7
GVE;2018072020;17.5
GVE;2018072021;17.5
GVE;2018072022;17.4
GVE;2018072023;17.5
GVE;2018072100;17.0
GVE;2018072101;17.1
GVE;2018072102;16.6
GVE;2018072103;16.1
GVE;2018072104;16.0
GVE;2018072105;16.6
GVE;2018072106;16.9
GVE;2018072107;17.6
GVE;2018072108;18.2
GVE;2018072109;19.2
GVE;2018072110;19.7
GVE;2018072111;21.4
GVE;2018072112;22.8
GVE;2018072113;23.2
GVE;2018072114;23.2
GVE;2018072115;23.5
GVE;2018072116;23.1
GVE;2018072117;22.9
GVE;2018072118;23.2
GVE;2018072119;22.1
GVE;2018072120;20.7
GVE;2018072121;19.3
GVE;2018072122;18.8
GVE;2018072123;17.3
GVE;2018072200;15.8
GVE;2018072201;15.1
GVE;2018072202;14.5
GVE;2018072203;13.9
GVE;2018072204;13.9
GVE;2018072205;13.8
GVE;2018072206;15.5
GVE;2018072207;17.3
GVE;2018072208;19.8
GVE;2018072209;21.3
GVE;2018072210;22.9
GVE;2018072211;24.1
GVE;2018072212;24.7
GVE;2018072213;25.1
GVE;2018072214;25.7
GVE;2018072215;26.0
GVE;2018072216;26.1
GVE;2018072217;25.7
GVE;2018072218;24.7
GVE;2018072219;23.9
GVE;2018072220;22.9
GVE;2018072221;22.2
GVE;2018072222;21.0
GVE;2018072223;21.2
GVE;2018072300;20.9
GVE;2018072301;18.9
GVE;2018072302;18.0
GVE;2018072303;16.9
GVE;2018072304;16.2
GVE;2018072305;16.1
GVE;2018072306;18.4
GVE;2018072307;20.6
GVE;2018072308;22.1
GVE;2018072309;23.7
GVE;2018072310;25.0
GVE;2018072311;25.8
GVE;2018072312;26.4
GVE;2018072313;27.0
GVE;2018072314;27.2
GVE;2018072315;27.6
GVE;2018072316;27.7
GVE;2018072317;27.4
GVE;2018072318;27.0
GVE;2018072319;25.7
GVE;2018072320;23.5
GVE;2018072321;21.8
GVE;2018072322;20.3
GVE;2018072323;19.1
GVE;2018072400;18.8
GVE;2018072401;18.0
GVE;2018072402;17.4
GVE;2018072403;16.9
GVE;2018072404;16.2
GVE;2018072405;16.4
GVE;2018072406;18.4
GVE;2018072407;20.9
GVE;2018072408;22.3
GVE;2018072409;23.2
GVE;2018072410;24.9
GVE;2018072411;25.8
GVE;2018072412;28.0
GVE;2018072413;29.4
GVE;2018072414;31.2
GVE;2018072415;30.8
GVE;2018072416;30.5
GVE;2018072417;30.4
GVE;2018072418;29.7
GVE;2018072419;28.5
GVE;2018072420;25.9
GVE;2018072421;23.6
GVE;2018072422;22.9
GVE;2018072423;22.0
GVE;2018072500;21.2
GVE;2018072501;20.3
GVE;2018072502;20.0
GVE;2018072503;19.6
GVE;2018072504;18.8
GVE;2018072505;18.2
GVE;2018072506;19.7
GVE;2018072507;21.9
GVE;2018072508;24.0
GVE;2018072509;25.2
GVE;2018072510;26.6
GVE;2018072511;27.7
GVE;2018072512;28.9
GVE;2018072513;29.8
GVE;2018072514;30.4
GVE;2018072515;30.3
GVE;2018072516;30.4
GVE;2018072517;30.0
GVE;2018072518;27.6
GVE;2018072519;27.1
GVE;2018072520;24.9
GVE;2018072521;22.7
GVE;2018072522;21.7
GVE;2018072523;20.6
GVE;2018072600;19.6
GVE;2018072601;18.9
GVE;2018072602;18.4
GVE;2018072603;17.8
GVE;2018072604;17.1
GVE;2018072605;17.1
GVE;2018072606;18.8
GVE;2018072607;21.4
GVE;2018072608;23.4
GVE;2018072609;24.9
GVE;2018072610;26.4
GVE;2018072611;27.9
GVE;2018072612;29.2
GVE;2018072613;30.0
GVE;2018072614;31.1
GVE;2018072615;32.0
GVE;2018072616;32.5
GVE;2018072617;32.4
GVE;2018072618;31.8
GVE;2018072619;29.6
GVE;2018072620;25.7
GVE;2018072621;23.6
GVE;2018072622;22.3
GVE;2018072623;21.1
GVE;2018072700;20.0
GVE;2018072701;19.5
GVE;2018072702;18.6
GVE;2018072703;17.9
GVE;2018072704;17.4
GVE;2018072705;17.4
GVE;2018072706;19.1
GVE;2018072707;22.0
GVE;2018072708;24.0
GVE;2018072709;25.5
GVE;2018072710;27.1
GVE;2018072711;28.1
GVE;2018072712;29.0
GVE;2018072713;30.3
GVE;2018072714;31.8
GVE;2018072715;32.4
GVE;2018072716;32.1
GVE;2018072717;32.0
GVE;2018072718;31.5
GVE;2018072719;27.9
GVE;2018072720;25.7
GVE;2018072721;24.6
GVE;2018072722;23.3
GVE;2018072723;21.8
GVE;2018072800;21.8
GVE;2018072801;20.9
GVE;2018072802;19.4
GVE;2018072803;19.6
GVE;2018072804;20.1
GVE;2018072805;19.9
GVE;2018072806;19.9
GVE;2018072807;21.2
GVE;2018072808;20.5
GVE;2018072809;19.3
GVE;2018072810;19.1
GVE;2018072811;19.8
GVE;2018072812;20.2
GVE;2018072813;20.4
GVE;2018072814;21.0
GVE;2018072815;22.3
GVE;2018072816;23.0
GVE;2018072817;23.1
GVE;2018072818;22.8
GVE;2018072819;21.5
GVE;2018072820;20.6
GVE;2018072821;19.7
GVE;2018072822;18.3
GVE;2018072823;17.6
GVE;2018072900;17.1
GVE;2018072901;16.6
GVE;2018072902;16.0
GVE;2018072903;15.8
GVE;2018072904;15.7
GVE;2018072905;16.6
GVE;2018072906;17.9
GVE;2018072907;19.4
GVE;2018072908;20.7
GVE;2018072909;21.6
GVE;2018072910;22.5
GVE;2018072911;24.2
GVE;2018072912;25.4
GVE;2018072913;26.5
GVE;2018072914;27.7
GVE;2018072915;29.1
GVE;2018072916;30.5
GVE;2018072917;30.0
GVE;2018072918;29.6
GVE;2018072919;26.7
GVE;2018072920;23.6
GVE;2018072921;22.0
GVE;2018072922;20.7
GVE;2018072923;19.2
GVE;2018073000;17.8
GVE;2018073001;17.0
GVE;2018073002;17.2
GVE;2018073003;16.6
GVE;2018073004;15.9
GVE;2018073005;16.0
GVE;2018073006;17.9
GVE;2018073007;20.6
GVE;2018073008;22.9
GVE;2018073009;24.7
GVE;2018073010;26.2
GVE;2018073011;27.5
GVE;2018073012;28.9
GVE;2018073013;30.5
GVE;2018073014;31.7
GVE;2018073015;32.1
GVE;2018073016;32.3
GVE;2018073017;31.8
GVE;2018073018;30.9
GVE;2018073019;28.2
GVE;2018073020;25.6
GVE;2018073021;24.0
GVE;2018073022;22.7
GVE;2018073023;21.8
GVE;2018073100;20.9
GVE;2018073101;19.9
GVE;2018073102;19.2
GVE;2018073103;18.8
GVE;2018073104;18.4
GVE;2018073105;18.3
GVE;2018073106;19.7
GVE;2018073107;22.2
GVE;2018073108;24.2
GVE;2018073109;25.8
GVE;2018073110;28.4
GVE;2018073111;30.0
GVE;2018073112;31.0
GVE;2018073113;31.9
GVE;2018073114;32.5
GVE;2018073115;32.9
GVE;2018073116;32.5
GVE;2018073117;32.1
GVE;2018073118;30.5
GVE;2018073119;28.7
GVE;2018073120;26.2
GVE;2018073121;24.5
GVE;2018073122;23.2
GVE;2018073123;22.2
GVE;2018080100;21.7
GVE;2018080101;21.4
GVE;2018080102;20.8
GVE;2018080103;20.0
GVE;2018080104;20.2
GVE;2018080105;19.7
GVE;2018080106;20.7
GVE;2018080107;23.4
GVE;2018080108;25.3
GVE;2018080109;26.9
GVE;2018080110;28.3
