

stn;time;tre200h0
LUG;2018062302;19.0
LUG;2018062303;16.8
LUG;2018062304;15.8
LUG;2018062305;15.2
LUG;2018062306;15.9
LUG;2018062307;18.3
LUG;2018062308;19.4
LUG;2018062309;20.4
LUG;2018062310;21.7
LUG;2018062311;22.5
LUG;2018062312;23.2
LUG;2018062313;24.0
LUG;2018062314;24.4
LUG;2018062315;24.5
LUG;2018062316;24.6
LUG;2018062317;24.2
LUG;2018062318;24.0
LUG;2018062319;23.5
LUG;2018062320;21.5
LUG;2018062321;20.1
LUG;2018062322;19.3
LUG;2018062323;18.5
LUG;2018062400;17.9
LUG;2018062401;17.0
LUG;2018062402;16.5
LUG;2018062403;16.2
LUG;2018062404;15.7
LUG;2018062405;15.7
LUG;2018062406;16.8
LUG;2018062407;18.7
LUG;2018062408;19.5
LUG;2018062409;20.5
LUG;2018062410;22.2
LUG;2018062411;23.1
LUG;2018062412;23.6
LUG;2018062413;23.7
LUG;2018062414;23.5
LUG;2018062415;23.2
LUG;2018062416;23.2
LUG;2018062417;23.1
LUG;2018062418;22.8
LUG;2018062419;22.4
LUG;2018062420;21.2
LUG;2018062421;20.5
LUG;2018062422;19.8
LUG;2018062423;19.0
LUG;2018062500;17.9
LUG;2018062501;18.0
LUG;2018062502;17.5
LUG;2018062503;17.0
LUG;2018062504;16.8
LUG;2018062505;17.3
LUG;2018062506;17.8
LUG;2018062507;18.9
LUG;2018062508;19.9
LUG;2018062509;21.3
LUG;2018062510;22.5
LUG;2018062511;23.4
LUG;2018062512;24.2
LUG;2018062513;24.8
LUG;2018062514;25.3
LUG;2018062515;24.7
LUG;2018062516;24.2
LUG;2018062517;23.8
LUG;2018062518;23.4
LUG;2018062519;23.0
LUG;2018062520;22.4
LUG;2018062521;22.0
LUG;2018062522;21.5
LUG;2018062523;21.1
LUG;2018062600;19.7
LUG;2018062601;18.8
LUG;2018062602;18.5
LUG;2018062603;18.1
LUG;2018062604;18.0
LUG;2018062605;17.7
LUG;2018062606;18.7
LUG;2018062607;19.3
LUG;2018062608;20.2
LUG;2018062609;21.3
LUG;2018062610;22.5
LUG;2018062611;23.2
LUG;2018062612;24.0
LUG;2018062613;24.5
LUG;2018062614;24.8
LUG;2018062615;25.2
LUG;2018062616;25.1
LUG;2018062617;24.6
LUG;2018062618;24.4
LUG;2018062619;24.0
LUG;2018062620;22.7
LUG;2018062621;21.2
LUG;2018062622;20.1
LUG;2018062623;19.3
LUG;2018062700;18.0
LUG;2018062701;18.0
LUG;2018062702;17.6
LUG;2018062703;17.1
LUG;2018062704;16.7
LUG;2018062705;16.2
LUG;2018062706;17.0
LUG;2018062707;19.1
LUG;2018062708;20.2
LUG;2018062709;21.4
LUG;2018062710;23.4
LUG;2018062711;25.3
LUG;2018062712;26.2
LUG;2018062713;26.7
LUG;2018062714;27.0
LUG;2018062715;27.2
LUG;2018062716;27.3
LUG;2018062717;27.2
LUG;2018062718;27.9
LUG;2018062719;26.2
LUG;2018062720;24.7
LUG;2018062721;22.7
LUG;2018062722;21.4
LUG;2018062723;19.8
LUG;2018062800;18.7
LUG;2018062801;17.8
LUG;2018062802;17.3
LUG;2018062803;16.7
LUG;2018062804;16.4
LUG;2018062805;16.0
LUG;2018062806;16.6
LUG;2018062807;18.7
LUG;2018062808;20.0
LUG;2018062809;21.6
LUG;2018062810;22.9
LUG;2018062811;24.7
LUG;2018062812;25.4
LUG;2018062813;25.6
LUG;2018062814;25.9
LUG;2018062815;26.3
LUG;2018062816;26.5
LUG;2018062817;26.0
LUG;2018062818;25.3
LUG;2018062819;24.7
LUG;2018062820;23.6
LUG;2018062821;22.6
LUG;2018062822;21.9
LUG;2018062823;21.5
LUG;2018062900;20.3
LUG;2018062901;20.1
LUG;2018062902;19.0
LUG;2018062903;18.3
LUG;2018062904;17.7
LUG;2018062905;17.4
LUG;2018062906;18.0
LUG;2018062907;20.3
LUG;2018062908;21.9
LUG;2018062909;23.1
LUG;2018062910;24.3
LUG;2018062911;26.4
LUG;2018062912;27.4
LUG;2018062913;27.8
LUG;2018062914;28.2
LUG;2018062915;28.3
LUG;2018062916;28.0
LUG;2018062917;27.7
LUG;2018062918;27.2
LUG;2018062919;26.1
LUG;2018062920;24.4
LUG;2018062921;23.2
LUG;2018062922;22.3
LUG;2018062923;21.9
LUG;2018063000;21.1
LUG;2018063001;20.3
LUG;2018063002;20.0
LUG;2018063003;19.4
LUG;2018063004;19.2
LUG;2018063005;19.0
LUG;2018063006;19.8
LUG;2018063007;21.9
LUG;2018063008;23.1
LUG;2018063009;24.0
LUG;2018063010;25.7
LUG;2018063011;28.3
LUG;2018063012;29.2
LUG;2018063013;29.7
LUG;2018063014;30.1
LUG;2018063015;29.5
LUG;2018063016;30.1
LUG;2018063017;28.9
LUG;2018063018;28.1
LUG;2018063019;27.1
LUG;2018063020;25.8
LUG;2018063021;24.7
LUG;2018063022;23.9
LUG;2018063023;23.1
LUG;2018070100;22.5
LUG;2018070101;21.9
LUG;2018070102;21.4
LUG;2018070103;20.8
LUG;2018070104;20.5
LUG;2018070105;20.3
LUG;2018070106;21.1
LUG;2018070107;22.6
LUG;2018070108;23.9
LUG;2018070109;25.1
LUG;2018070110;26.4
LUG;2018070111;27.1
LUG;2018070112;27.7
LUG;2018070113;28.6
LUG;2018070114;29.1
LUG;2018070115;29.1
LUG;2018070116;29.0
LUG;2018070117;28.5
LUG;2018070118;27.8
LUG;2018070119;27.4
LUG;2018070120;26.4
LUG;2018070121;26.0
LUG;2018070122;25.7
LUG;2018070123;25.7
LUG;2018070200;24.1
LUG;2018070201;23.6
LUG;2018070202;23.1
LUG;2018070203;22.7
LUG;2018070204;22.6
LUG;2018070205;22.5
LUG;2018070206;22.6
LUG;2018070207;22.7
LUG;2018070208;23.0
LUG;2018070209;23.6
LUG;2018070210;24.2
LUG;2018070211;25.0
LUG;2018070212;25.5
LUG;2018070213;26.6
LUG;2018070214;27.7
LUG;2018070215;27.7
LUG;2018070216;27.7
LUG;2018070217;27.5
LUG;2018070218;26.9
LUG;2018070219;26.5
LUG;2018070220;24.9
LUG;2018070221;24.5
LUG;2018070222;24.1
LUG;2018070223;23.7
LUG;2018070300;23.2
LUG;2018070301;22.6
LUG;2018070302;21.8
LUG;2018070303;21.7
LUG;2018070304;21.2
LUG;2018070305;20.9
LUG;2018070306;21.0
LUG;2018070307;22.7
LUG;2018070308;23.2
LUG;2018070309;24.3
LUG;2018070310;26.4
LUG;2018070311;27.8
LUG;2018070312;28.5
LUG;2018070313;28.8
LUG;2018070314;29.2
LUG;2018070315;29.0
LUG;2018070316;28.5
LUG;2018070317;27.2
LUG;2018070318;26.1
LUG;2018070319;25.1
LUG;2018070320;24.7
LUG;2018070321;22.0
LUG;2018070322;19.8
LUG;2018070323;20.2
LUG;2018070400;20.2
LUG;2018070401;19.6
LUG;2018070402;19.8
LUG;2018070403;19.7
LUG;2018070404;18.9
LUG;2018070405;19.1
LUG;2018070406;19.6
LUG;2018070407;20.8
LUG;2018070408;21.6
LUG;2018070409;22.8
LUG;2018070410;25.0
LUG;2018070411;26.0
LUG;2018070412;26.9
LUG;2018070413;27.6
LUG;2018070414;27.9
LUG;2018070415;28.0
LUG;2018070416;27.9
LUG;2018070417;27.5
LUG;2018070418;26.8
LUG;2018070419;25.7
LUG;2018070420;25.3
LUG;2018070421;25.3
LUG;2018070422;25.1
LUG;2018070423;22.6
LUG;2018070500;19.1
LUG;2018070501;19.2
LUG;2018070502;19.0
LUG;2018070503;17.9
LUG;2018070504;17.3
LUG;2018070505;17.2
LUG;2018070506;18.2
LUG;2018070507;20.2
LUG;2018070508;20.5
LUG;2018070509;20.1
LUG;2018070510;20.1
LUG;2018070511;21.3
LUG;2018070512;22.8
LUG;2018070513;24.0
LUG;2018070514;25.6
LUG;2018070515;24.6
LUG;2018070516;24.0
LUG;2018070517;23.8
LUG;2018070518;23.0
LUG;2018070519;22.2
LUG;2018070520;21.3
LUG;2018070521;20.1
LUG;2018070522;19.7
LUG;2018070523;19.1
LUG;2018070600;18.6
LUG;2018070601;17.3
LUG;2018070602;17.7
LUG;2018070603;17.6
LUG;2018070604;17.6
LUG;2018070605;18.0
LUG;2018070606;18.8
LUG;2018070607;20.4
LUG;2018070608;21.4
LUG;2018070609;22.7
LUG;2018070610;24.5
LUG;2018070611;26.5
LUG;2018070612;28.2
LUG;2018070613;30.4
LUG;2018070614;30.8
LUG;2018070615;29.6
LUG;2018070616;29.3
LUG;2018070617;29.3
LUG;2018070618;28.4
LUG;2018070619;27.2
LUG;2018070620;26.3
LUG;2018070621;25.4
LUG;2018070622;24.7
LUG;2018070623;24.7
LUG;2018070700;24.7
LUG;2018070701;24.2
LUG;2018070702;23.2
LUG;2018070703;21.9
LUG;2018070704;21.3
LUG;2018070705;20.1
LUG;2018070706;19.8
LUG;2018070707;21.8
LUG;2018070708;23.3
LUG;2018070709;25.2
LUG;2018070710;25.7
LUG;2018070711;27.1
LUG;2018070712;28.1
LUG;2018070713;28.4
LUG;2018070714;28.7
LUG;2018070715;28.4
LUG;2018070716;28.8
LUG;2018070717;29.0
LUG;2018070718;29.4
LUG;2018070719;27.7
LUG;2018070720;26.9
LUG;2018070721;26.5
LUG;2018070722;25.1
LUG;2018070723;23.8
LUG;2018070800;22.3
LUG;2018070801;20.9
LUG;2018070802;20.5
LUG;2018070803;19.6
LUG;2018070804;18.8
LUG;2018070805;18.6
LUG;2018070806;19.2
LUG;2018070807;21.3
LUG;2018070808;22.5
LUG;2018070809;23.8
LUG;2018070810;25.5
LUG;2018070811;26.3
LUG;2018070812;27.1
LUG;2018070813;27.6
LUG;2018070814;28.0
LUG;2018070815;28.0
LUG;2018070816;28.0
LUG;2018070817;27.2
LUG;2018070818;27.2
LUG;2018070819;26.6
LUG;2018070820;25.1
LUG;2018070821;23.9
LUG;2018070822;23.1
LUG;2018070823;22.1
LUG;2018070900;21.5
LUG;2018070901;21.4
LUG;2018070902;20.3
LUG;2018070903;20.1
LUG;2018070904;19.6
LUG;2018070905;19.5
LUG;2018070906;20.3
LUG;2018070907;21.9
LUG;2018070908;22.4
LUG;2018070909;23.7
LUG;2018070910;25.5
LUG;2018070911;26.7
LUG;2018070912;27.2
LUG;2018070913;27.6
LUG;2018070914;28.0
LUG;2018070915;28.0
LUG;2018070916;28.2
LUG;2018070917;27.5
LUG;2018070918;27.4
LUG;2018070919;26.2
LUG;2018070920;25.0
LUG;2018070921;24.0
LUG;2018070922;23.2
LUG;2018070923;22.8
LUG;2018071000;22.3
LUG;2018071001;21.6
LUG;2018071002;21.5
LUG;2018071003;21.5
LUG;2018071004;21.3
LUG;2018071005;21.1
LUG;2018071006;21.8
LUG;2018071007;22.5
LUG;2018071008;23.4
LUG;2018071009;24.2
LUG;2018071010;25.0
LUG;2018071011;26.1
LUG;2018071012;26.5
LUG;2018071013;26.4
LUG;2018071014;26.8
LUG;2018071015;27.4
LUG;2018071016;27.5
LUG;2018071017;27.0
LUG;2018071018;26.5
LUG;2018071019;26.1
LUG;2018071020;25.4
LUG;2018071021;24.8
LUG;2018071022;24.1
LUG;2018071023;23.3
LUG;2018071100;22.6
LUG;2018071101;21.6
LUG;2018071102;21.3
LUG;2018071103;20.8
LUG;2018071104;20.0
LUG;2018071105;20.0
LUG;2018071106;20.6
LUG;2018071107;21.2
LUG;2018071108;21.6
LUG;2018071109;22.5
LUG;2018071110;23.4
LUG;2018071111;24.3
LUG;2018071112;24.5
LUG;2018071113;24.8
LUG;2018071114;25.5
LUG;2018071115;25.5
LUG;2018071116;25.3
LUG;2018071117;25.0
LUG;2018071118;24.7
LUG;2018071119;24.4
LUG;2018071120;23.8
LUG;2018071121;23.3
LUG;2018071122;22.9
LUG;2018071123;22.5
LUG;2018071200;22.2
LUG;2018071201;22.1
LUG;2018071202;21.5
LUG;2018071203;19.1
LUG;2018071204;18.6
LUG;2018071205;18.0
LUG;2018071206;18.0
LUG;2018071207;18.4
LUG;2018071208;19.5
LUG;2018071209;21.0
LUG;2018071210;22.2
LUG;2018071211;23.9
LUG;2018071212;24.4
LUG;2018071213;25.3
LUG;2018071214;25.5
LUG;2018071215;25.6
LUG;2018071216;25.6
LUG;2018071217;25.3
LUG;2018071218;25.1
LUG;2018071219;24.4
LUG;2018071220;23.6
LUG;2018071221;23.0
LUG;2018071222;21.9
LUG;2018071223;21.5
LUG;2018071300;20.4
LUG;2018071301;19.9
LUG;2018071302;19.6
LUG;2018071303;19.6
LUG;2018071304;19.2
LUG;2018071305;19.4
LUG;2018071306;20.0
LUG;2018071307;21.3
LUG;2018071308;22.2
LUG;2018071309;23.4
LUG;2018071310;24.7
LUG;2018071311;26.2
LUG;2018071312;27.0
LUG;2018071313;27.7
LUG;2018071314;27.8
LUG;2018071315;27.9
LUG;2018071316;28.0
LUG;2018071317;27.5
LUG;2018071318;27.2
LUG;2018071319;26.4
LUG;2018071320;24.9
LUG;2018071321;23.7
LUG;2018071322;23.2
LUG;2018071323;22.7
LUG;2018071400;22.1
LUG;2018071401;21.4
LUG;2018071402;21.1
LUG;2018071403;20.7
LUG;2018071404;20.5
LUG;2018071405;20.6
LUG;2018071406;21.3
LUG;2018071407;22.3
LUG;2018071408;22.9
LUG;2018071409;24.4
LUG;2018071410;25.5
LUG;2018071411;27.0
LUG;2018071412;27.8
LUG;2018071413;28.5
LUG;2018071414;27.9
LUG;2018071415;27.6
LUG;2018071416;26.6
LUG;2018071417;25.8
LUG;2018071418;25.4
LUG;2018071419;25.3
LUG;2018071420;25.1
LUG;2018071421;24.6
LUG;2018071422;23.9
LUG;2018071423;22.8
LUG;2018071500;20.7
LUG;2018071501;20.1
LUG;2018071502;19.4
LUG;2018071503;18.7
LUG;2018071504;18.4
LUG;2018071505;18.2
LUG;2018071506;18.6
LUG;2018071507;20.8
LUG;2018071508;22.0
LUG;2018071509;23.1
LUG;2018071510;24.6
LUG;2018071511;26.0
LUG;2018071512;27.2
LUG;2018071513;27.9
LUG;2018071514;28.1
LUG;2018071515;28.2
LUG;2018071516;27.7
LUG;2018071517;27.1
LUG;2018071518;26.7
LUG;2018071519;25.6
LUG;2018071520;24.6
LUG;2018071521;24.1
LUG;2018071522;23.9
LUG;2018071523;23.7
LUG;2018071600;22.6
LUG;2018071601;21.7
LUG;2018071602;20.7
LUG;2018071603;20.0
LUG;2018071604;20.0
LUG;2018071605;19.6
LUG;2018071606;19.6
LUG;2018071607;20.8
LUG;2018071608;21.7
LUG;2018071609;22.7
LUG;2018071610;23.9
LUG;2018071611;24.7
LUG;2018071612;25.6
LUG;2018071613;26.4
LUG;2018071614;26.7
LUG;2018071615;25.7
LUG;2018071616;22.9
LUG;2018071617;20.5
LUG;2018071618;20.0
LUG;2018071619;20.3
LUG;2018071620;19.9
LUG;2018071621;19.3
LUG;2018071622;18.6
LUG;2018071623;18.1
LUG;2018071700;17.6
LUG;2018071701;17.3
LUG;2018071702;17.0
LUG;2018071703;17.0
LUG;2018071704;16.7
LUG;2018071705;16.4
LUG;2018071706;17.1
LUG;2018071707;19.6
LUG;2018071708;21.0
LUG;2018071709;22.5
LUG;2018071710;24.2
LUG;2018071711;25.3
LUG;2018071712;28.7
LUG;2018071713;31.6
LUG;2018071714;31.4
LUG;2018071715;31.6
LUG;2018071716;31.5
LUG;2018071717;30.4
LUG;2018071718;28.8
LUG;2018071719;27.0
LUG;2018071720;26.6
LUG;2018071721;25.6
LUG;2018071722;24.4
LUG;2018071723;24.1
LUG;2018071800;22.4
LUG;2018071801;21.0
LUG;2018071802;20.4
LUG;2018071803;20.0
LUG;2018071804;19.5
LUG;2018071805;19.6
LUG;2018071806;19.4
LUG;2018071807;21.8
LUG;2018071808;23.3
LUG;2018071809;24.9
LUG;2018071810;26.2
LUG;2018071811;27.7
LUG;2018071812;29.5
LUG;2018071813;29.8
LUG;2018071814;30.0
LUG;2018071815;29.7
LUG;2018071816;30.1
LUG;2018071817;29.4
LUG;2018071818;28.8
LUG;2018071819;27.4
LUG;2018071820;25.3
LUG;2018071821;24.1
LUG;2018071822;22.9
LUG;2018071823;22.0
LUG;2018071900;21.7
LUG;2018071901;21.0
LUG;2018071902;20.4
LUG;2018071903;20.3
LUG;2018071904;19.9
LUG;2018071905;20.0
LUG;2018071906;20.7
LUG;2018071907;22.0
LUG;2018071908;23.5
LUG;2018071909;24.1
LUG;2018071910;26.2
LUG;2018071911;28.0
LUG;2018071912;28.9
LUG;2018071913;29.3
LUG;2018071914;29.8
LUG;2018071915;30.1
LUG;2018071916;29.6
LUG;2018071917;29.0
LUG;2018071918;28.7
LUG;2018071919;27.5
LUG;2018071920;26.3
LUG;2018071921;25.0
LUG;2018071922;24.2
LUG;2018071923;23.3
LUG;2018072000;22.3
LUG;2018072001;21.8
LUG;2018072002;22.0
LUG;2018072003;21.6
LUG;2018072004;21.5
LUG;2018072005;21.7
LUG;2018072006;22.4
LUG;2018072007;23.1
LUG;2018072008;23.8
LUG;2018072009;24.8
LUG;2018072010;25.8
LUG;2018072011;27.4
LUG;2018072012;28.8
LUG;2018072013;26.2
LUG;2018072014;24.9
LUG;2018072015;25.6
LUG;2018072016;26.2
LUG;2018072017;26.5
LUG;2018072018;26.2
LUG;2018072019;25.8
LUG;2018072020;24.6
LUG;2018072021;21.7
LUG;2018072022;19.8
LUG;2018072023;19.2
LUG;2018072100;18.8
LUG;2018072101;18.2
LUG;2018072102;18.2
LUG;2018072103;18.7
LUG;2018072104;17.5
LUG;2018072105;17.1
LUG;2018072106;17.7
LUG;2018072107;18.4
LUG;2018072108;19.3
LUG;2018072109;18.9
LUG;2018072110;18.0
LUG;2018072111;18.7
LUG;2018072112;19.2
LUG;2018072113;20.1
LUG;2018072114;21.2
LUG;2018072115;22.2
LUG;2018072116;22.5
LUG;2018072117;21.9
LUG;2018072118;22.1
LUG;2018072119;21.3
LUG;2018072120;20.3
LUG;2018072121;19.6
LUG;2018072122;18.8
LUG;2018072123;18.2
LUG;2018072200;17.3
LUG;2018072201;16.9
LUG;2018072202;16.9
LUG;2018072203;16.5
LUG;2018072204;16.1
LUG;2018072205;16.1
LUG;2018072206;16.7
LUG;2018072207;18.8
LUG;2018072208;20.1
LUG;2018072209;21.4
LUG;2018072210;23.0
LUG;2018072211;24.9
LUG;2018072212;26.8
LUG;2018072213;27.7
LUG;2018072214;28.0
LUG;2018072215;27.8
LUG;2018072216;27.1
LUG;2018072217;26.4
LUG;2018072218;26.3
LUG;2018072219;25.3
LUG;2018072220;23.5
LUG;2018072221;22.6
LUG;2018072222;21.7
LUG;2018072223;20.8
LUG;2018072300;19.9
LUG;2018072301;19.8
LUG;2018072302;21.6
LUG;2018072303;20.7
LUG;2018072304;19.1
LUG;2018072305;18.7
LUG;2018072306;18.8
LUG;2018072307;20.8
LUG;2018072308;22.4
LUG;2018072309;23.2
LUG;2018072310;25.2
LUG;2018072311;26.8
LUG;2018072312;27.8
LUG;2018072313;28.4
LUG;2018072314;30.1
LUG;2018072315;31.6
LUG;2018072316;30.9
LUG;2018072317;30.2
LUG;2018072318;28.1
LUG;2018072319;27.4
LUG;2018072320;25.2
LUG;2018072321;24.0
LUG;2018072322;23.0
LUG;2018072323;22.2
LUG;2018072400;21.8
LUG;2018072401;21.3
LUG;2018072402;21.0
LUG;2018072403;20.9
LUG;2018072404;20.4
LUG;2018072405;20.5
LUG;2018072406;20.9
LUG;2018072407;22.4
LUG;2018072408;23.7
LUG;2018072409;25.1
LUG;2018072410;25.7
LUG;2018072411;27.1
LUG;2018072412;28.2
LUG;2018072413;29.1
LUG;2018072414;29.5
LUG;2018072415;29.5
LUG;2018072416;29.2
LUG;2018072417;28.7
LUG;2018072418;27.9
LUG;2018072419;27.7
LUG;2018072420;26.1
LUG;2018072421;24.7
LUG;2018072422;24.3
LUG;2018072423;23.9
LUG;2018072500;23.3
LUG;2018072501;22.4
LUG;2018072502;22.0
LUG;2018072503;21.6
LUG;2018072504;21.1
LUG;2018072505;21.1
LUG;2018072506;21.1
LUG;2018072507;22.9
LUG;2018072508;24.2
LUG;2018072509;25.2
LUG;2018072510;26.4
LUG;2018072511;28.3
LUG;2018072512;29.2
LUG;2018072513;29.5
LUG;2018072514;29.7
LUG;2018072515;29.7
LUG;2018072516;29.7
LUG;2018072517;29.2
LUG;2018072518;28.7
LUG;2018072519;27.7
LUG;2018072520;26.9
LUG;2018072521;25.9
LUG;2018072522;25.2
LUG;2018072523;24.3
LUG;2018072600;24.2
LUG;2018072601;23.3
LUG;2018072602;22.5
LUG;2018072603;21.9
LUG;2018072604;21.3
LUG;2018072605;21.0
LUG;2018072606;21.3
LUG;2018072607;23.0
LUG;2018072608;24.3
LUG;2018072609;25.2
LUG;2018072610;27.2
LUG;2018072611;28.7
LUG;2018072612;29.0
LUG;2018072613;29.0
LUG;2018072614;29.3
LUG;2018072615;29.3
LUG;2018072616;29.0
LUG;2018072617;28.4
LUG;2018072618;27.4
LUG;2018072619;27.4
LUG;2018072620;23.5
LUG;2018072621;21.7
LUG;2018072622;21.9
LUG;2018072623;22.0
LUG;2018072700;20.9
LUG;2018072701;20.1
LUG;2018072702;19.8
LUG;2018072703;19.3
LUG;2018072704;18.8
LUG;2018072705;18.6
LUG;2018072706;19.1
LUG;2018072707;20.7
LUG;2018072708;21.9
LUG;2018072709;23.8
LUG;2018072710;25.0
LUG;2018072711;26.8
LUG;2018072712;27.7
LUG;2018072713;28.6
LUG;2018072714;28.9
LUG;2018072715;28.9
LUG;2018072716;29.0
LUG;2018072717;28.3
LUG;2018072718;28.1
LUG;2018072719;26.8
LUG;2018072720;25.3
LUG;2018072721;24.2
LUG;2018072722;23.4
LUG;2018072723;22.8
LUG;2018072800;22.4
LUG;2018072801;22.0
LUG;2018072802;21.6
LUG;2018072803;21.3
LUG;2018072804;20.8
LUG;2018072805;21.2
LUG;2018072806;21.4
LUG;2018072807;22.8
LUG;2018072808;23.9
LUG;2018072809;24.8
LUG;2018072810;25.9
LUG;2018072811;27.8
LUG;2018072812;28.8
LUG;2018072813;28.4
LUG;2018072814;27.9
LUG;2018072815;26.4
LUG;2018072816;21.1
LUG;2018072817;20.8
LUG;2018072818;21.2
LUG;2018072819;20.7
LUG;2018072820;20.0
LUG;2018072821;19.3
LUG;2018072822;18.9
LUG;2018072823;18.6
LUG;2018072900;18.0
LUG;2018072901;17.7
LUG;2018072902;17.7
LUG;2018072903;17.5
LUG;2018072904;17.3
LUG;2018072905;17.3
LUG;2018072906;17.7
LUG;2018072907;20.1
LUG;2018072908;21.5
LUG;2018072909;23.0
LUG;2018072910;24.4
LUG;2018072911;25.9
LUG;2018072912;27.9
LUG;2018072913;28.9
LUG;2018072914;29.5
LUG;2018072915;29.5
LUG;2018072916;29.4
LUG;2018072917;28.9
LUG;2018072918;28.5
LUG;2018072919;27.2
LUG;2018072920;25.0
LUG;2018072921;24.0
LUG;2018072922;23.3
LUG;2018072923;22.6
LUG;2018073000;21.6
LUG;2018073001;21.1
LUG;2018073002;21.0
LUG;2018073003;20.9
LUG;2018073004;20.5
LUG;2018073005;20.3
LUG;2018073006;21.0
LUG;2018073007;22.8
LUG;2018073008;24.0
LUG;2018073009;25.2
LUG;2018073010;26.1
LUG;2018073011;28.2
LUG;2018073012;29.7
LUG;2018073013;30.5
LUG;2018073014;31.2
LUG;2018073015;31.6
LUG;2018073016;31.5
LUG;2018073017;30.8
LUG;2018073018;30.2
LUG;2018073019;28.4
LUG;2018073020;27.2
LUG;2018073021;26.3
LUG;2018073022;26.0
LUG;2018073023;24.8
LUG;2018073100;24.4
LUG;2018073101;23.6
LUG;2018073102;23.1
LUG;2018073103;22.5
LUG;2018073104;22.1
LUG;2018073105;22.0
LUG;2018073106;22.3
LUG;2018073107;24.0
LUG;2018073108;25.4
LUG;2018073109;26.3
LUG;2018073110;27.8
LUG;2018073111;28.6
LUG;2018073112;30.7
LUG;2018073113;31.7
LUG;2018073114;32.2
LUG;2018073115;32.0
LUG;2018073116;31.0
LUG;2018073117;31.0
LUG;2018073118;30.6
LUG;2018073119;29.6
LUG;2018073120;27.7
LUG;2018073121;26.6
LUG;2018073122;25.8
LUG;2018073123;25.5
LUG;2018080100;23.9
LUG;2018080101;23.6
LUG;2018080102;23.7
LUG;2018080103;23.6
LUG;2018080104;23.4
LUG;2018080105;23.1
LUG;2018080106;23.5
LUG;2018080107;24.7
LUG;2018080108;25.8
LUG;2018080109;26.9
LUG;2018080110;27.6
LUG;2018080111;28.8
LUG;2018080112;30.4
LUG;2018080113;31.7
LUG;2018080114;32.3
LUG;2018080115;31.8
LUG;2018080116;31.7
LUG;2018080117;30.9
LUG;2018080118;30.0
LUG;2018080119;20.1
LUG;2018080120;20.7
LUG;2018080121;20.1
LUG;2018080122;20.3
LUG;2018080123;20.3
LUG;2018080200;20.5
LUG;2018080201;20.4
LUG;2018080202;20.4
LUG;2018080203;19.9
LUG;2018080204;19.8
LUG;2018080205;20.1
LUG;2018080206;20.4
LUG;2018080207;22.5
LUG;2018080208;24.0
LUG;2018080209;25.7
LUG;2018080210;26.9
LUG;2018080211;27.5
LUG;2018080212;28.9
LUG;2018080213;30.2
LUG;2018080214;30.5
LUG;2018080215;29.8
LUG;2018080216;29.6
LUG;2018080217;28.4
LUG;2018080218;25.9
LUG;2018080219;25.7
LUG;2018080220;25.3
LUG;2018080221;25.2
LUG;2018080222;25.1
LUG;2018080223;25.0
LUG;2018080300;24.2
LUG;2018080301;23.9
LUG;2018080302;23.8
LUG;2018080303;23.2
LUG;2018080304;22.9
LUG;2018080305;22.8
LUG;2018080306;23.0
LUG;2018080307;24.2
LUG;2018080308;25.2
LUG;2018080309;26.3
LUG;2018080310;27.4
LUG;2018080311;28.7
LUG;2018080312;30.3
LUG;2018080313;30.7
LUG;2018080314;30.7
LUG;2018080315;30.8
LUG;2018080316;30.0
LUG;2018080317;28.7
LUG;2018080318;28.3
LUG;2018080319;27.7
LUG;2018080320;26.6
LUG;2018080321;26.2
LUG;2018080322;26.0
LUG;2018080323;25.7
LUG;2018080400;25.0
LUG;2018080401;23.9
LUG;2018080402;23.5
LUG;2018080403;23.5
LUG;2018080404;22.6
LUG;2018080405;22.8
LUG;2018080406;22.5
LUG;2018080407;23.9
LUG;2018080408;25.0
LUG;2018080409;26.0
LUG;2018080410;27.4
LUG;2018080411;29.0
LUG;2018080412;30.4
LUG;2018080413;31.1
LUG;2018080414;31.3
LUG;2018080415;31.2
LUG;2018080416;30.6
LUG;2018080417;30.5
LUG;2018080418;30.0
LUG;2018080419;29.2
LUG;2018080420;27.9
LUG;2018080421;27.2
LUG;2018080422;26.5
LUG;2018080423;26.0
LUG;2018080500;26.6
LUG;2018080501;25.6
LUG;2018080502;24.5
LUG;2018080503;23.8
LUG;2018080504;23.3
LUG;2018080505;22.8
LUG;2018080506;23.0
LUG;2018080507;24.4
LUG;2018080508;25.5
LUG;2018080509;26.8
LUG;2018080510;28.2
LUG;2018080511;29.3
LUG;2018080512;30.7
LUG;2018080513;31.4
LUG;2018080514;31.8
LUG;2018080515;31.7
LUG;2018080516;31.7
LUG;2018080517;31.0
LUG;2018080518;30.9
LUG;2018080519;27.0
LUG;2018080520;26.2
LUG;2018080521;25.8
LUG;2018080522;25.5
LUG;2018080523;25.0
LUG;2018080600;23.2
LUG;2018080601;23.1
LUG;2018080602;22.8
LUG;2018080603;22.7
LUG;2018080604;22.5
LUG;2018080605;22.3
LUG;2018080606;22.7
LUG;2018080607;24.4
LUG;2018080608;25.2
LUG;2018080609;26.2
LUG;2018080610;27.1
LUG;2018080611;29.3
LUG;2018080612;28.1
LUG;2018080613;24.2
LUG;2018080614;26.6
LUG;2018080615;27.6
LUG;2018080616;25.7
LUG;2018080617;22.2
LUG;2018080618;22.9
LUG;2018080619;22.6
LUG;2018080620;22.7
LUG;2018080621;23.3
